dataset,partition,threat,flip_rate,arm,final_acc,delta_acc,gap,recovery,rec_sd,auroc,false_excl_pairs,excl_precision,seeds,n_corrupt
cifar10,shard,label_flip,0.15,flirds_gatew_v1,0.3785,-0.04958333333333333,-0.0015833333333333255,4.067065446868405,5.220647490598557,0.3520584034920276,230.66666666666666,0.3452431499733497,3,44.666666666666664
cifar10,shard,label_flip,0.15,flirds_gatew_v2,0.4335833333333334,0.005500000000000005,-0.0015833333333333255,1.176120103213698,0.25484373882594724,0.2773384764878939,2842.3333333333335,0.22601475568683335,3,44.666666666666664
cifar10,shard,label_flip,0.15,flirds_mult,0.45516666666666666,0.02708333333333333,-0.0015833333333333255,0.26781609195402145,2.1668352628084318,0.438652222296189,,,3,44.666666666666664
cifar10,shard,label_flip,0.15,flirds_zgate_v2,0.443,0.014916666666666653,-0.0015833333333333255,0.8599577762139335,0.6309721312769462,0.30168795153796485,,,3,44.666666666666664
cifar10,shard,label_flip,0.15,oracle_excl,0.42650000000000005,-0.0015833333333333255,-0.0015833333333333255,1.0,0.0,,,,3,44.666666666666664
cifar10,shard,label_flip,0.15,random_excl,0.3759166666666667,-0.052166666666666674,-0.0015833333333333255,1.3449096880131386,4.770822747483425,,,,3,44.666666666666664
cifar10,shard,label_flip,0.15,vanilla,0.42808333333333337,0.0,-0.0015833333333333255,0.0,0.0,,,,3,44.666666666666664
cifar10,shard,label_flip,0.35,flirds_gate_v1,0.3469166666666667,-0.029249999999999998,0.05033333333333334,-0.16724629783960399,1.3079480920354711,0.3510826053447729,269.6666666666667,0.3633717264807423,3,44.666666666666664
cifar10,shard,label_flip,0.35,flirds_gate_v2,0.24920833333333334,-0.12695833333333334,0.05033333333333334,-1.3629960253862414,1.1799807580211357,0.24437618044407816,3082.3333333333335,0.18277808916694993,3,44.666666666666664
cifar10,shard,label_flip,0.35,flirds_gatew_v1,0.3411666666666667,-0.035,0.05033333333333334,0.820474603072846,0.39034645451167044,0.3881307063351563,229.0,0.2998017558765222,3,44.666666666666664
cifar10,shard,label_flip,0.35,flirds_gatew_v2,0.310875,-0.06529166666666668,0.05033333333333334,-2.118258114836419,2.5185230004339276,0.26223765669201615,2741.6666666666665,0.07091143717112469,3,44.666666666666664
