campaign,category,cell,threat,alpha,scale,ref,method,kind,n_seeds,spearman_mean,spearman_min,spearman_max,pearson_mean,auroc_mean,runtime_median
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,(b)oracle,val,3,,,,,1.0,537.7349455599906
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,Banzhaf,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999985242617,1.0,539.1380480149528
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,FLDetector,det,3,,,,,1.0,3.8256240650080144
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,FLTrust,det,3,,,,,1.0,35.68057617300656
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,FedDQC,det,3,,,,,0.75,22.037026540027
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,FedIF,val,3,0.8999999999999999,0.7999999999999999,0.9999999999999999,0.9167607942403544,1.0,35.64702545909677
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,FedSV,val,3,0.9333333333333331,0.8999999999999998,0.9999999999999999,0.997195955181362,1.0,533.9964374779956
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,Flirds,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.999999929488876,1.0,107.87816948606633
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,Flirds1st,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999950087386699,1.0,35.40355100494344
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,GTG,val,3,0.9666666666666665,0.8999999999999998,0.9999999999999999,0.9997014953591551,1.0,543.0580260079587
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,STD-DAGMM,det,3,,,,,1.0,1.93384898500517
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,ShapleyFL,val,3,0.9666666666666665,0.8999999999999998,0.9999999999999999,0.9992146125972899,1.0,536.873839005013
July,01_silo5,1B_silo5_frrand,freerider_random,,1B,(b)oracle,loss-heur,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999989938375299,1.0,166.17092961398885
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,(b)oracle,val,3,,,,,1.0,538.7916802000254
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,Banzhaf,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999991012647,1.0,539.5573309169849
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,FLDetector,det,3,,,,,0.75,3.680542387999594
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,FLTrust,det,3,,,,,1.0,35.687886698986404
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,FedDQC,det,3,,,,,0.75,21.92331833904609
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,FedIF,val,3,0.8666666666666666,0.7999999999999999,0.8999999999999998,0.898405052684122,1.0,35.81088676600484
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,FedSV,val,3,0.9333333333333331,0.8999999999999998,0.9999999999999999,0.9975427233920229,1.0,534.1200248469831
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,Flirds,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999674884784,1.0,107.84851682698354
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,Flirds1st,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999950277671349,1.0,35.433493343996815
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,GTG,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.999683286024834,1.0,543.2524734470062
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,STD-DAGMM,det,3,,,,,0.0,1.9866748240310699
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,ShapleyFL,val,3,0.9666666666666665,0.8999999999999998,0.9999999999999999,0.9989912416478656,1.0,536.469202895998
July,01_silo5,1B_silo5_frzero,freerider_zero,,1B,(b)oracle,loss-heur,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999992674558635,1.0,166.21409439307172
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,(b)oracle,val,3,,,,,1.0,540.5149191500386
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,Banzhaf,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.999999996974641,1.0,538.9989378000028
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,FLDetector,det,3,,,,,0.75,3.4973161540110596
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,FLTrust,det,3,,,,,1.0,35.89367892203154
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,FedDQC,det,3,,,,,0.9166666666666666,21.984432578028645
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,FedIF,val,3,0.9333333333333331,0.8999999999999998,0.9999999999999999,0.8074758145313935,1.0,36.02309914899524
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,FedSV,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9940560642992158,1.0,534.7194820200093
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,Flirds,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999772892249,1.0,108.27808063098928
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,Flirds1st,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999996162441086,1.0,35.63627911097137
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,GTG,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9998621601663636,1.0,544.0347512910375
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,STD-DAGMM,det,3,,,,,0.25,1.854638198041357
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,ShapleyFL,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9996528974682803,1.0,537.2487395239878
July,01_silo5,1B_silo5_noisy,noisy,,1B,(b)oracle,loss-heur,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.999995351215608,1.0,166.30854137800634
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,(b)oracle,val,3,,,,,1.0,593.7299283820903
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,Banzhaf,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999986006302,1.0,593.1512197960401
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,FLDetector,det,3,,,,,1.0,5.459617219981737
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,FLTrust,det,3,,,,,1.0,39.30785630689934
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,FedDQC,det,3,,,,,1.0,21.2262555770576
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,FedIF,val,3,0.9666666666666665,0.8999999999999998,0.9999999999999999,0.8286961869217772,1.0,39.371523143025115
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,FedSV,val,3,0.36666666666666664,0.0,0.6,0.9809558839037265,1.0,585.6799770940561
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,Flirds,val,3,0.6999999999999998,0.39999999999999997,0.9999999999999999,0.27727983717439664,0.5833333333333334,118.86229797801934
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,Flirds1st,val,3,0.0,0.0,0.0,-0.9580250646764806,0.0,39.010888054035604
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,GTG,val,3,0.8666666666666666,0.7,0.9999999999999999,0.9864436621430747,1.0,597.0087517700158
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,STD-DAGMM,det,3,,,,,0.9166666666666666,2.214312811032869
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,ShapleyFL,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9803594227595537,1.0,590.3872768160654
July,01_silo5,1B_silo5_poison,poison,,1B,(b)oracle,loss-heur,val,3,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999804559853319,1.0,182.98006563005038
July,02_device100_sweep,1B_device100-a0.01_frrand,freerider_random,0.01,1B,Flirds(proxy),ComFedSV,val,3,-0.05057433437210198,-0.3151519262072707,0.0910472056429734,-0.07554805480936536,0.4358580487612746,358.26166793098673
July,02_device100_sweep,1B_device100-a0.01_frrand,freerider_random,0.01,1B,Flirds(proxy),FLDetector,det,3,,,,,0.5917247626925046,110.42833090899512
July,02_device100_sweep,1B_device100-a0.01_frrand,freerider_random,0.01,1B,Flirds(proxy),FLTrust,det,3,,,,,1.0,56.7044642099645
July,02_device100_sweep,1B_device100-a0.01_frrand,freerider_random,0.01,1B,Flirds(proxy),FedDQC,det,3,,,,,0.5537043601559731,452.944283255958
July,02_device100_sweep,1B_device100-a0.01_frrand,freerider_random,0.01,1B,Flirds(proxy),FedIF,val,3,0.754365932245936,0.7124577358013878,0.7778833447046323,0.7649889156979667,0.9891370278467053,55.26994901103899
July,02_device100_sweep,1B_device100-a0.01_frrand,freerider_random,0.01,1B,Flirds(proxy),Flirds,val,3,,,,,1.0,159.2665597749874
July,02_device100_sweep,1B_device100-a0.01_frrand,freerider_random,0.01,1B,Flirds(proxy),Flirds1st,val,3,0.9999154455514426,0.9999050461204557,0.9999362444134166,0.9999931719087799,1.0,53.921338131069206
July,02_device100_sweep,1B_device100-a0.01_frrand,freerider_random,0.01,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.9081098113356179,10.12486646999605
July,02_device100_sweep,1B_device100-a0.01_frrand,freerider_random,0.01,1B,Flirds(proxy),loss-heur,val,3,0.9997346664685515,0.9996812220293324,0.9998033037254821,0.999988917764821,1.0,479.74235798604786
July,02_device100_sweep,1B_device100-a0.01_frzero,freerider_zero,0.01,1B,Flirds(proxy),ComFedSV,val,3,-0.06040136648794645,-0.32184765725532594,0.07438838569306669,-0.08084748315734198,0.4437433534207728,358.7355101701105
July,02_device100_sweep,1B_device100-a0.01_frzero,freerider_zero,0.01,1B,Flirds(proxy),FLDetector,det,3,,,,,0.5208042853204143,93.23232601489872
July,02_device100_sweep,1B_device100-a0.01_frzero,freerider_zero,0.01,1B,Flirds(proxy),FLTrust,det,3,,,,,1.0,55.9041517120786
July,02_device100_sweep,1B_device100-a0.01_frzero,freerider_zero,0.01,1B,Flirds(proxy),FedDQC,det,3,,,,,0.5537043601559731,451.30618722899817
July,02_device100_sweep,1B_device100-a0.01_frzero,freerider_zero,0.01,1B,Flirds(proxy),FedIF,val,3,0.7567139200063472,0.7104092067390673,0.7870051296423766,0.7713736322407018,0.9945448816416559,56.35098003700841
July,02_device100_sweep,1B_device100-a0.01_frzero,freerider_zero,0.01,1B,Flirds(proxy),Flirds,val,3,,,,,1.0,159.42768762202468
July,02_device100_sweep,1B_device100-a0.01_frzero,freerider_zero,0.01,1B,Flirds(proxy),Flirds1st,val,3,0.9999194138553994,0.9998643331976667,0.9999617417696982,0.9999926918006204,1.0,54.71100179699715
July,02_device100_sweep,1B_device100-a0.01_frzero,freerider_zero,0.01,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.9200441135925006,9.625953620998189
July,02_device100_sweep,1B_device100-a0.01_frzero,freerider_zero,0.01,1B,Flirds(proxy),loss-heur,val,3,0.9998871018355976,0.9998609401644317,0.9999394242806441,0.9999922616883198,1.0,478.9600947119761
July,02_device100_sweep,1B_device100-a0.01_noisy,noisy,0.01,1B,Flirds(proxy),ComFedSV,val,3,-0.01580666532220676,-0.22816060770482907,0.1107433532284319,-0.05952923857860565,0.42418370160305646,357.6843862410169
July,02_device100_sweep,1B_device100-a0.01_noisy,noisy,0.01,1B,Flirds(proxy),FLDetector,det,3,,,,,0.4877112135176651,86.91778387699742
July,02_device100_sweep,1B_device100-a0.01_noisy,noisy,0.01,1B,Flirds(proxy),FLTrust,det,3,,,,,0.6026546929772736,55.873261968954466
July,02_device100_sweep,1B_device100-a0.01_noisy,noisy,0.01,1B,Flirds(proxy),FedDQC,det,3,,,,,1.0,447.67867516796105
July,02_device100_sweep,1B_device100-a0.01_noisy,noisy,0.01,1B,Flirds(proxy),FedIF,val,3,0.6155871017566863,0.49725124823016187,0.7043798220597177,0.6583737543387056,0.5684115167986136,55.56118400092237
July,02_device100_sweep,1B_device100-a0.01_noisy,noisy,0.01,1B,Flirds(proxy),Flirds,val,3,,,,,0.5733900508094057,158.2445666770218
July,02_device100_sweep,1B_device100-a0.01_noisy,noisy,0.01,1B,Flirds(proxy),Flirds1st,val,3,0.9999383248588737,0.9999234932960999,0.9999593054801953,0.9999919277762178,0.5733900508094057,53.45067861897405
July,02_device100_sweep,1B_device100-a0.01_noisy,noisy,0.01,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.8012603883571625,9.435104063013569
July,02_device100_sweep,1B_device100-a0.01_noisy,noisy,0.01,1B,Flirds(proxy),loss-heur,val,3,0.9999075992958621,0.9998575664895322,0.9999330564257669,0.9999891244898094,0.5733900508094057,478.6959131680196
July,02_device100_sweep,1B_device100-a0.0_frrand,freerider_random,0.0,1B,Flirds(proxy),ComFedSV,val,3,0.00015034294353728309,-0.12350786760716223,0.18597395550732504,-0.05068066455625464,0.4413407381149317,358.4330753359245
July,02_device100_sweep,1B_device100-a0.0_frrand,freerider_random,0.0,1B,Flirds(proxy),FLDetector,det,3,,,,,0.6041947300011815,103.27434962696861
July,02_device100_sweep,1B_device100-a0.0_frrand,freerider_random,0.0,1B,Flirds(proxy),FLTrust,det,3,,,,,1.0,55.91019809502177
July,02_device100_sweep,1B_device100-a0.0_frrand,freerider_random,0.0,1B,Flirds(proxy),FedDQC,det,3,,,,,0.13966678482807515,448.5106364049716
July,02_device100_sweep,1B_device100-a0.0_frrand,freerider_random,0.0,1B,Flirds(proxy),FedIF,val,3,0.7268704765855891,0.6779602403747738,0.7730007444383306,0.7467698202916292,0.9847808105872623,55.89511197700631
July,02_device100_sweep,1B_device100-a0.0_frrand,freerider_random,0.0,1B,Flirds(proxy),Flirds,val,3,,,,,1.0,159.48118379991502
July,02_device100_sweep,1B_device100-a0.0_frrand,freerider_random,0.0,1B,Flirds(proxy),Flirds1st,val,3,0.9999510759761904,0.9999186109603907,0.9999728703201302,0.9999947626209433,1.0,54.52180412807502
July,02_device100_sweep,1B_device100-a0.0_frrand,freerider_random,0.0,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.9869077159399741,9.555587833980098
July,02_device100_sweep,1B_device100-a0.0_frrand,freerider_random,0.0,1B,Flirds(proxy),loss-heur,val,3,0.9998572727488749,0.9998134816050684,0.9999075535610825,0.999993894184238,1.0,478.6946390760131
July,02_device100_sweep,1B_device100-a0.0_frzero,freerider_zero,0.0,1B,Flirds(proxy),ComFedSV,val,3,-0.0005914037847116749,-0.1207623959910184,0.17270569123361662,-0.048392652087496955,0.4457205876560715,359.3912898559356
July,02_device100_sweep,1B_device100-a0.0_frzero,freerider_zero,0.0,1B,Flirds(proxy),FLDetector,det,3,,,,,0.522364015912403,95.5182474629255
July,02_device100_sweep,1B_device100-a0.0_frzero,freerider_zero,0.0,1B,Flirds(proxy),FLTrust,det,3,,,,,1.0,56.27806326805148
July,02_device100_sweep,1B_device100-a0.0_frzero,freerider_zero,0.0,1B,Flirds(proxy),FedDQC,det,3,,,,,0.13966678482807515,446.11948037694674
July,02_device100_sweep,1B_device100-a0.0_frzero,freerider_zero,0.0,1B,Flirds(proxy),FedIF,val,3,0.7205030898121484,0.6741697307565403,0.7682152364518842,0.7456568704389678,0.989129150419473,55.46333869290538
July,02_device100_sweep,1B_device100-a0.0_frzero,freerider_zero,0.0,1B,Flirds(proxy),Flirds,val,3,,,,,1.0,159.46639543399215
July,02_device100_sweep,1B_device100-a0.0_frzero,freerider_zero,0.0,1B,Flirds(proxy),Flirds1st,val,3,0.9999462759035995,0.9999185999185999,0.9999744945131321,0.9999943150603241,1.0,54.70561240694951
July,02_device100_sweep,1B_device100-a0.0_frzero,freerider_zero,0.0,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.9672692898499351,9.738889086991549
July,02_device100_sweep,1B_device100-a0.0_frzero,freerider_zero,0.0,1B,Flirds(proxy),loss-heur,val,3,0.9999260157460031,0.9999016406192615,0.9999592999593,0.9999912039656831,1.0,480.2065178210614
July,02_device100_sweep,1B_device100-a0.0_noisy,noisy,0.0,1B,Flirds(proxy),ComFedSV,val,3,0.01922863737645537,-0.09461475854584915,0.17761801410743353,-0.038908624213750694,0.44419236677301194,358.13081205193885
July,02_device100_sweep,1B_device100-a0.0_noisy,noisy,0.0,1B,Flirds(proxy),FLDetector,det,3,,,,,0.5385600063019418,87.33906876191031
July,02_device100_sweep,1B_device100-a0.0_noisy,noisy,0.0,1B,Flirds(proxy),FLTrust,det,3,,,,,1.0,56.032528720097616
July,02_device100_sweep,1B_device100-a0.0_noisy,noisy,0.0,1B,Flirds(proxy),FedDQC,det,3,,,,,0.9597069597069597,442.4149142280221
July,02_device100_sweep,1B_device100-a0.0_noisy,noisy,0.0,1B,Flirds(proxy),FedIF,val,3,0.6743404644525498,0.6300049532896055,0.7250022349749279,0.7068149663938526,0.9721414785930915,54.59084743098356
July,02_device100_sweep,1B_device100-a0.0_noisy,noisy,0.0,1B,Flirds(proxy),Flirds,val,3,,,,,0.7867107802591674,158.48887157603167
July,02_device100_sweep,1B_device100-a0.0_noisy,noisy,0.0,1B,Flirds(proxy),Flirds1st,val,3,0.9999205096464999,0.999891481280521,0.9999593054801953,0.9999934020513418,0.7867107802591674,53.43798986496404
July,02_device100_sweep,1B_device100-a0.0_noisy,noisy,0.0,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.7105990783410139,9.007055351976305
July,02_device100_sweep,1B_device100-a0.0_noisy,noisy,0.0,1B,Flirds(proxy),loss-heur,val,3,0.999891592668785,0.9998711323645416,0.9999152189396233,0.9999913416023848,0.7867107802591674,479.18278770695906
July,02_device100_sweep,1B_device100-a0.1_frrand,freerider_random,0.1,1B,Flirds(proxy),ComFedSV,val,3,0.022443862367124118,-0.21307650569723277,0.1416440586001085,0.008148678587927458,0.4358738036157391,358.5079102810705
July,02_device100_sweep,1B_device100-a0.1_frrand,freerider_random,0.1,1B,Flirds(proxy),FLDetector,det,3,,,,,0.5713852455787939,106.24247535906034
July,02_device100_sweep,1B_device100-a0.1_frrand,freerider_random,0.1,1B,Flirds(proxy),FLTrust,det,3,,,,,1.0,56.15149283804931
July,02_device100_sweep,1B_device100-a0.1_frrand,freerider_random,0.1,1B,Flirds(proxy),FedDQC,det,3,,,,,0.5316318090511639,453.52117781189736
July,02_device100_sweep,1B_device100-a0.1_frrand,freerider_random,0.1,1B,Flirds(proxy),FedIF,val,3,0.816378552398863,0.8094241675014145,0.8273804218847219,0.8211381847321095,0.9865729252826027,56.09979681496043
July,02_device100_sweep,1B_device100-a0.1_frrand,freerider_random,0.1,1B,Flirds(proxy),Flirds,val,3,,,,,1.0,159.72361067205202
July,02_device100_sweep,1B_device100-a0.1_frrand,freerider_random,0.1,1B,Flirds(proxy),Flirds1st,val,3,0.9999072160474377,0.999891481280521,0.9999321758003256,0.9999950093537384,1.0,54.029537181020714
July,02_device100_sweep,1B_device100-a0.1_frrand,freerider_random,0.1,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.8310370632951277,9.78228455898352
July,02_device100_sweep,1B_device100-a0.1_frrand,freerider_random,0.1,1B,Flirds(proxy),loss-heur,val,3,0.9998125070412867,0.9997800398473639,0.9998609590278608,0.9999930655998591,1.0,481.590636509005
July,02_device100_sweep,1B_device100-a0.1_frzero,freerider_zero,0.1,1B,Flirds(proxy),ComFedSV,val,3,0.02298248731854685,-0.21551922996060538,0.14693074713308474,0.008035941495431825,0.4366064043483398,357.37721365701873
July,02_device100_sweep,1B_device100-a0.1_frzero,freerider_zero,0.1,1B,Flirds(proxy),FLDetector,det,3,,,,,0.5290361967781323,90.17523097398225
July,02_device100_sweep,1B_device100-a0.1_frzero,freerider_zero,0.1,1B,Flirds(proxy),FLTrust,det,3,,,,,1.0,55.41960789391305
July,02_device100_sweep,1B_device100-a0.1_frzero,freerider_zero,0.1,1B,Flirds(proxy),FedDQC,det,3,,,,,0.5316318090511639,450.6772260979633
July,02_device100_sweep,1B_device100-a0.1_frzero,freerider_zero,0.1,1B,Flirds(proxy),FedIF,val,3,0.8175815973596495,0.8098161608756635,0.8300902647405637,0.8237329644814292,0.989129150419473,55.869556969963014
July,02_device100_sweep,1B_device100-a0.1_frzero,freerider_zero,0.1,1B,Flirds(proxy),Flirds,val,3,,,,,1.0,159.85844099591486
July,02_device100_sweep,1B_device100-a0.1_frzero,freerider_zero,0.1,1B,Flirds(proxy),Flirds1st,val,3,0.999951340754877,0.9999457332790667,0.9999592999593,0.9999945445915875,1.0,53.831591314054094
July,02_device100_sweep,1B_device100-a0.1_frzero,freerider_zero,0.1,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.924022214344795,9.574011104996316
July,02_device100_sweep,1B_device100-a0.1_frzero,freerider_zero,0.1,1B,Flirds(proxy),loss-heur,val,3,0.9999047606853416,0.9998533416615191,0.9999389495478296,0.9999918500994,1.0,478.53774280892685
July,02_device100_sweep,1B_device100-a0.1_noisy,noisy,0.1,1B,Flirds(proxy),ComFedSV,val,3,0.03676510081827499,-0.1909386869234943,0.1984536082474227,0.013024737257758934,0.4309976761589665,358.61900429899106
July,02_device100_sweep,1B_device100-a0.1_noisy,noisy,0.1,1B,Flirds(proxy),FLDetector,det,3,,,,,0.5275237307495372,103.05241028900491
July,02_device100_sweep,1B_device100-a0.1_noisy,noisy,0.1,1B,Flirds(proxy),FLTrust,det,3,,,,,0.7211390759777857,56.06284075300209
July,02_device100_sweep,1B_device100-a0.1_noisy,noisy,0.1,1B,Flirds(proxy),FedDQC,det,3,,,,,1.0,450.5909641989856
July,02_device100_sweep,1B_device100-a0.1_noisy,noisy,0.1,1B,Flirds(proxy),FedIF,val,3,0.6948553410461332,0.6812521918757231,0.7089969364452862,0.7524724549902636,0.6940486037260231,55.88569474499673
July,02_device100_sweep,1B_device100-a0.1_noisy,noisy,0.1,1B,Flirds(proxy),Flirds,val,3,,,,,0.6104139588010556,159.16833235998638
July,02_device100_sweep,1B_device100-a0.1_noisy,noisy,0.1,1B,Flirds(proxy),Flirds1st,val,3,0.9999388673406191,0.9998979910614666,0.999986435160065,0.9999945754678348,0.6104139588010556,54.624783341016155
July,02_device100_sweep,1B_device100-a0.1_noisy,noisy,0.1,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.5527827011697979,10.051996754016727
July,02_device100_sweep,1B_device100-a0.1_noisy,noisy,0.1,1B,Flirds(proxy),loss-heur,val,3,0.9999067630260557,0.9998661116422346,0.9999796526250935,0.9999917653339082,0.6111308046791918,478.78720873600105
July,02_device100_sweep,1B_device100-a5.0_frrand,freerider_random,5.0,1B,Flirds(proxy),ComFedSV,val,3,-0.048943016263379026,-0.20154639175257735,0.10366250678241998,-0.039814537569197166,0.3884201819685691,358.7709003019845
July,02_device100_sweep,1B_device100-a5.0_frrand,freerider_random,5.0,1B,Flirds(proxy),FLDetector,det,3,,,,,0.6129701839379259,108.65423073899001
July,02_device100_sweep,1B_device100-a5.0_frrand,freerider_random,5.0,1B,Flirds(proxy),FLTrust,det,3,,,,,1.0,55.67843590292614
July,02_device100_sweep,1B_device100-a5.0_frrand,freerider_random,5.0,1B,Flirds(proxy),FedDQC,det,3,,,,,0.5425735554767813,445.87609857099596
July,02_device100_sweep,1B_device100-a5.0_frrand,freerider_random,5.0,1B,Flirds(proxy),FedIF,val,3,0.771456267157186,0.7464697025877038,0.8081406201154716,0.7685287795329985,0.9949820788530466,55.92335236608051
July,02_device100_sweep,1B_device100-a5.0_frrand,freerider_random,5.0,1B,Flirds(proxy),Flirds,val,3,,,,,1.0,159.56838579603937
July,02_device100_sweep,1B_device100-a5.0_frrand,freerider_random,5.0,1B,Flirds(proxy),Flirds1st,val,3,0.9999468256037515,0.9999321758003256,0.9999593054801953,0.9999968058093999,1.0,54.2873632630799
July,02_device100_sweep,1B_device100-a5.0_frrand,freerider_random,5.0,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.8601914214817441,10.174761392059736
July,02_device100_sweep,1B_device100-a5.0_frrand,freerider_random,5.0,1B,Flirds(proxy),loss-heur,val,3,0.9997988060550281,0.9997320917374245,0.9998779156355566,0.9999944627152976,1.0,479.22641241701785
July,02_device100_sweep,1B_device100-a5.0_frzero,freerider_zero,5.0,1B,Flirds(proxy),ComFedSV,val,3,-0.049717072699876595,-0.20181781230716475,0.10045445319180984,-0.03970348811908255,0.38697073535783216,358.81046291592065
July,02_device100_sweep,1B_device100-a5.0_frzero,freerider_zero,5.0,1B,Flirds(proxy),FLDetector,det,3,,,,,0.5421915002560164,95.90052359504625
July,02_device100_sweep,1B_device100-a5.0_frzero,freerider_zero,5.0,1B,Flirds(proxy),FLTrust,det,3,,,,,1.0,55.761591718997806
July,02_device100_sweep,1B_device100-a5.0_frzero,freerider_zero,5.0,1B,Flirds(proxy),FedDQC,det,3,,,,,0.5425735554767813,441.4034755129833
July,02_device100_sweep,1B_device100-a5.0_frzero,freerider_zero,5.0,1B,Flirds(proxy),FedIF,val,3,0.7730606897302233,0.7505630172296839,0.8091521756507828,0.7708110645235577,0.996415770609319,55.39275462704245
July,02_device100_sweep,1B_device100-a5.0_frzero,freerider_zero,5.0,1B,Flirds(proxy),Flirds,val,3,,,,,1.0,158.5460713049397
July,02_device100_sweep,1B_device100-a5.0_frzero,freerider_zero,5.0,1B,Flirds(proxy),Flirds1st,val,3,0.9999601138960994,0.9999457332790667,0.9999728666395333,0.9999967051231394,1.0,53.23595316102728
July,02_device100_sweep,1B_device100-a5.0_frzero,freerider_zero,5.0,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.8142108787270077,9.342519188066944
July,02_device100_sweep,1B_device100-a5.0_frzero,freerider_zero,5.0,1B,Flirds(proxy),loss-heur,val,3,0.9998943372412016,0.9998118964397218,0.9999423414192008,0.9999946510406801,1.0,478.9800065859454
July,02_device100_sweep,1B_device100-a5.0_noisy,noisy,5.0,1B,Flirds(proxy),ComFedSV,val,3,-0.020099807133757985,-0.17289744981009222,0.13666576234400435,-0.0014385049709172242,0.3898223640159124,359.1182377629448
July,02_device100_sweep,1B_device100-a5.0_noisy,noisy,5.0,1B,Flirds(proxy),FLDetector,det,3,,,,,0.5305486628067273,98.21076110401191
July,02_device100_sweep,1B_device100-a5.0_noisy,noisy,5.0,1B,Flirds(proxy),FLTrust,det,3,,,,,0.992831541218638,56.94354659400415
July,02_device100_sweep,1B_device100-a5.0_noisy,noisy,5.0,1B,Flirds(proxy),FedDQC,det,3,,,,,1.0,445.8620183210587
July,02_device100_sweep,1B_device100-a5.0_noisy,noisy,5.0,1B,Flirds(proxy),FedIF,val,3,0.6377737114586731,0.6262293303523842,0.6488281163573224,0.6627363680031034,0.9729370987435503,56.502764914999716
July,02_device100_sweep,1B_device100-a5.0_noisy,noisy,5.0,1B,Flirds(proxy),Flirds,val,3,,,,,0.5870967741935483,160.47207086195704
July,02_device100_sweep,1B_device100-a5.0_noisy,noisy,5.0,1B,Flirds(proxy),Flirds1st,val,3,0.9999279254278867,0.9998507867607163,0.9999872488826832,0.9999957218870085,0.5892945763913505,54.63625949504785
